YEAR,MONTH,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District.of.Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New.Hampshire,New.Jersey,New.Mexico,New.York,North.Carolina,North.Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode.Island,South.Carolina,South.Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West.Virginia,Wisconsin,Wyoming
1961,5,9,45,1,250,24,10,1,0,11,1,0,34,2,12,0,2,1,4,10,9,31,3,3,1,19,0,4,1,15,0,73,16,8,7,0,45,36,6,0,0,19,120,7,2,3,45,11,13,0
1961,6,9,30,10,170,10,15,0,1,15,1,5,49,2,9,0,6,0,7,12,16,15,4,4,0,2,8,0,4,31,0,48,17,0,3,5,50,48,0,0,0,35,135,5,8,10,13,21,5,0
1961,7,3,29,5,152,27,22,0,0,32,1,12,36,12,7,0,0,0,8,16,23,31,0,5,1,2,0,0,4,36,3,44,14,0,16,4,26,26,1,2,0,22,142,1,5,3,12,13,24,0
1961,8,3,19,3,256,7,13,2,0,25,0,1,117,9,1,0,2,1,20,13,32,44,4,6,1,1,0,0,6,46,3,100,20,0,14,0,38,69,2,4,0,15,112,5,11,3,19,23,41,0
1961,9,10,23,1,154,2,23,0,6,23,7,6,86,8,4,0,15,1,16,10,30,58,1,1,2,1,0,0,0,45,0,107,4,0,32,1,32,68,13,2,0,13,61,10,1,18,17,54,45,0
1961,10,0,22,4,182,3,40,4,0,7,1,5,95,7,14,0,1,0,30,7,24,91,2,1,0,0,0,0,1,68,0,96,6,0,17,0,7,100,6,1,0,25,44,8,4,9,22,32,26,0
1961,11,0,8,3,154,3,43,3,1,14,0,2,110,3,8,0,33,0,32,12,20,90,6,0,0,7,0,0,0,15,1,99,12,0,6,0,14,123,8,1,2,34,53,2,21,7,38,53,34,0
1961,12,2,25,1,54,2,28,3,2,7,0,0,65,17,16,0,25,0,36,8,41,105,3,3,2,15,0,0,1,15,0,65,5,0,18,0,7,90,2,2,6,49,128,1,9,9,89,41,63,5
1962,1,3,27,9,115,4,27,2,0,16,0,2,49,3,14,0,37,0,41,14,49,91,2,2,1,5,0,0,0,14,45,60,10,0,27,0,11,83,14,4,0,22,86,2,12,7,62,43,93,0
1962,2,5,30,3,127,5,21,2,0,20,2,1,77,7,4,0,84,2,17,11,14,71,0,3,3,5,0,4,2,30,0,48,8,0,20,0,29,66,8,9,0,117,132,19,19,21,53,22,61,2
1962,3,7,44,11,143,2,29,2,1,20,0,0,72,12,18,0,59,1,30,5,28,71,13,1,4,33,1,0,5,16,0,40,6,14,17,2,9,72,5,27,0,93,227,5,24,13,64,14,90,33
1962,4,9,88,5,104,4,22,4,1,30,1,4,100,26,2,0,24,0,13,7,18,83,17,2,1,2,0,0,6,14,0,39,16,1,15,1,30,53,15,23,1,57,107,6,8,5,67,15,99,0
1962,5,3,104,18,193,12,16,5,0,35,2,0,88,25,7,0,59,0,25,12,17,125,22,4,1,2,0,2,26,11,0,53,11,6,25,3,35,82,23,18,0,89,154,10,31,10,79,46,65,0
1962,6,10,47,17,190,11,11,6,1,41,0,4,53,47,5,0,55,0,10,1,10,133,12,3,2,0,0,9,4,12,5,25,22,0,21,1,30,32,19,9,2,57,286,11,12,34,21,324,44,3
1962,7,11,39,4,171,5,24,9,1,29,3,9,82,33,6,0,109,1,16,10,20,190,4,14,2,11,0,2,2,16,2,27,21,6,32,5,56,30,11,2,1,84,222,4,38,65,17,57,126,0
1962,8,11,42,3,240,14,9,9,0,67,0,11,129,51,3,0,108,0,11,14,37,262,16,29,13,3,0,0,2,28,0,54,19,0,48,0,34,70,22,5,3,54,166,3,18,15,60,90,145,0
1962,9,33,19,3,220,10,19,18,4,36,0,18,119,101,8,0,87,1,25,19,37,241,20,17,15,3,0,0,0,14,2,42,9,2,35,6,52,60,20,2,4,62,163,30,25,33,74,27,84,0
1962,10,12,12,2,181,9,6,24,7,17,0,5,104,36,0,0,55,3,9,6,37,191,11,8,8,3,0,0,5,17,0,35,12,0,18,2,45,71,20,2,3,32,79,27,23,25,62,74,83,0
1962,11,10,12,4,89,12,10,6,3,35,0,0,86,72,7,0,27,1,23,10,17,148,19,52,6,3,1,0,20,13,0,47,12,13,27,2,45,66,12,0,0,44,91,3,32,15,52,37,97,0
1962,12,5,15,4,76,12,6,11,1,35,0,2,62,68,13,0,32,1,43,12,45,150,28,27,11,0,1,0,26,15,7,25,2,3,22,2,46,61,18,1,0,65,132,1,22,26,52,37,43,0
1963,1,6,17,7,107,19,8,3,0,15,0,9,51,49,4,0,90,3,67,3,31,123,11,7,11,20,0,1,13,0,4,20,8,9,41,2,56,70,49,0,0,76,214,4,41,23,56,102,44,2
1963,2,12,21,3,95,6,8,19,0,32,0,6,73,63,29,0,65,5,29,1,32,108,10,8,28,33,0,0,28,0,12,19,7,8,32,5,43,65,19,0,0,89,206,1,15,21,81,52,36,1
1963,3,14,25,1,143,19,19,10,1,34,0,7,34,37,6,0,53,5,28,1,35,78,6,7,22,74,0,0,8,0,26,21,4,14,17,3,51,40,7,0,2,88,217,5,17,15,87,19,24,0
1963,4,4,74,6,160,74,18,7,0,76,0,7,40,13,4,0,15,9,9,10,32,97,6,10,3,14,0,0,4,0,10,15,14,3,29,9,30,47,14,1,0,40,199,8,1,12,73,8,22,3
1963,5,3,42,13,198,219,30,5,0,85,3,16,24,29,6,0,72,6,10,11,22,88,1,19,0,6,0,0,2,0,26,14,14,9,30,6,54,22,13,3,1,47,250,8,27,8,67,71,24,23
1963,6,8,20,72,133,49,11,1,2,66,2,7,29,29,6,0,36,1,5,2,26,73,2,15,8,50,5,0,1,0,17,4,19,58,20,3,34,19,21,4,0,46,255,6,1,19,33,124,25,0
1963,7,23,15,119,142,67,15,1,2,70,7,16,55,102,6,0,51,3,3,2,18,171,9,11,13,19,0,0,0,0,18,16,22,40,49,7,16,20,10,7,0,68,232,32,14,15,20,137,43,0
1963,8,20,38,10,170,80,9,1,3,75,4,2,110,62,30,0,18,6,1,23,31,139,3,10,16,21,0,0,0,0,2,42,12,19,41,7,44,24,3,11,0,88,257,9,0,21,18,37,40,6
1963,9,14,16,9,149,53,15,2,1,59,0,7,116,43,35,0,41,5,3,16,46,160,3,3,15,16,2,0,4,0,0,41,13,85,44,6,43,29,29,14,5,68,229,27,10,9,15,55,52,7
1963,10,13,10,6,197,32,6,12,0,29,1,5,84,21,12,0,30,2,4,11,12,180,5,0,31,35,10,0,1,0,1,27,12,17,32,0,55,21,20,11,0,78,103,23,0,15,31,141,37,8
1963,11,15,14,2,88,11,15,4,1,31,1,4,89,27,8,0,39,3,6,8,32,87,0,11,29,9,7,0,1,0,0,17,9,41,9,5,42,49,16,10,0,114,131,6,1,21,14,172,63,7
1963,12,10,12,31,52,13,22,8,0,23,0,3,43,6,3,0,9,0,10,15,31,106,1,1,8,9,0,0,9,0,4,29,5,14,16,1,41,33,2,3,1,63,105,11,0,33,22,46,41,0
1964,1,6,38,4,76,41,11,6,0,27,3,9,48,15,3,0,64,3,16,6,18,84,0,5,2,11,1,0,4,5,0,24,9,34,15,4,11,47,11,2,0,65,103,19,4,29,32,28,61,0
1964,2,4,34,1,74,9,7,16,13,17,1,1,52,16,11,0,67,1,15,4,40,68,3,9,5,7,0,0,1,5,0,37,12,12,26,2,8,28,2,4,0,47,136,18,9,37,37,23,41,0
1964,3,15,33,0,64,29,35,7,0,46,0,6,38,26,0,0,111,0,6,4,36,78,3,13,2,16,0,0,9,10,5,40,14,8,21,2,14,40,2,4,0,47,169,16,24,27,25,13,41,0
1964,4,11,37,17,62,19,40,1,0,31,2,2,59,53,5,0,123,5,16,3,48,117,0,11,0,41,0,0,13,16,2,27,17,3,17,3,37,49,5,8,0,59,139,22,5,24,60,45,46,0
1964,5,62,22,9,71,55,57,11,0,81,0,3,47,41,77,0,57,0,19,9,47,76,0,19,8,24,0,0,7,9,6,42,6,6,40,2,19,23,2,5,0,73,162,26,13,46,50,30,35,1
1964,6,68,28,3,48,33,36,3,0,61,2,6,51,52,0,0,69,4,8,23,39,43,1,26,9,11,9,0,1,18,1,40,17,3,36,7,13,27,7,6,0,46,120,11,1,31,20,19,32,0
1964,7,23,20,22,83,36,12,7,3,56,3,25,84,79,12,0,123,1,6,25,20,60,4,28,1,2,0,0,0,11,0,18,12,0,73,4,44,53,1,12,0,72,116,11,0,30,20,30,46,0
1964,8,19,17,6,131,16,8,10,2,63,1,4,148,29,12,0,31,1,21,9,35,69,0,1,0,5,0,0,2,12,7,24,18,1,67,3,33,10,3,19,2,57,67,2,4,36,11,28,76,0
1964,9,18,24,3,89,18,16,3,0,19,4,18,76,40,15,0,32,2,9,12,28,93,0,1,4,9,10,0,0,11,12,36,6,6,39,3,11,31,8,14,1,58,45,4,1,8,1,92,78,1
1964,10,20,5,2,78,19,16,6,1,41,1,8,88,50,10,0,32,0,10,5,15,108,0,6,12,0,0,0,1,11,5,25,8,3,33,1,3,31,0,19,0,28,54,15,2,2,2,19,40,0
1964,11,27,15,12,65,7,6,3,0,11,0,0,47,22,4,0,134,1,9,1,11,71,0,5,0,1,0,0,0,15,10,15,8,2,17,2,33,34,3,26,0,14,69,6,0,14,10,10,30,0
1964,12,40,11,11,69,9,4,1,0,25,2,0,36,37,4,0,29,0,3,3,12,90,0,0,2,1,0,0,0,5,1,7,7,0,15,1,50,20,4,48,0,12,62,5,3,14,7,2,74,0
1965,1,5,17,1,65,10,2,1,0,22,0,1,43,28,13,0,5,0,13,1,17,52,0,1,0,2,0,0,0,8,0,6,4,9,11,7,12,26,4,29,2,37,84,11,11,17,19,21,56,0
1965,2,2,7,3,59,1,2,0,0,16,0,10,26,32,7,0,3,0,14,5,12,87,2,6,2,0,0,0,3,7,1,14,8,1,8,19,17,38,7,5,0,17,48,5,1,12,3,47,19,1
1965,3,3,30,4,86,4,7,0,0,8,9,4,42,7,1,0,24,2,7,1,6,51,3,0,5,0,0,0,0,7,1,13,5,0,18,1,23,28,5,5,0,24,60,0,12,13,23,7,56,0
1965,4,3,20,1,57,8,4,0,0,19,2,4,19,13,2,0,9,0,1,1,2,31,4,4,0,1,0,0,0,3,0,14,8,0,3,5,28,8,1,0,0,23,65,2,5,15,11,3,18,1
1965,5,5,32,4,54,16,7,0,1,25,6,10,60,6,8,0,4,0,0,6,4,53,6,0,5,5,0,0,0,5,0,11,9,0,23,2,14,20,2,0,0,16,101,0,16,14,13,0,32,3
1965,6,13,27,5,75,16,8,0,0,16,3,3,36,13,4,0,2,0,4,2,5,70,3,0,0,0,0,0,0,22,3,11,7,1,3,4,24,8,4,1,0,19,55,4,12,8,2,14,25,0
1965,7,10,32,6,65,12,11,0,0,19,1,1,26,10,2,0,3,0,4,1,0,16,3,2,6,2,3,1,0,6,1,5,12,0,9,16,63,9,7,0,1,32,76,17,2,26,0,5,16,0
1965,8,2,15,0,105,12,5,2,2,17,0,4,70,11,1,0,6,0,9,2,5,93,0,1,7,2,0,0,0,11,0,11,14,0,17,0,28,8,13,0,0,29,49,1,9,14,1,37,30,0
1965,9,9,10,0,139,11,9,6,0,11,0,1,46,17,5,0,2,0,1,3,11,49,13,1,14,16,1,0,1,18,0,6,6,4,17,0,14,25,48,0,0,20,29,8,1,5,7,33,40,6
1965,10,2,8,0,65,3,2,1,0,7,1,2,44,4,0,0,1,1,6,5,8,43,3,0,22,2,3,1,0,4,0,14,1,1,14,2,8,16,44,1,0,30,42,0,4,12,11,11,24,0
1965,11,3,13,1,35,1,3,0,0,12,0,2,40,9,1,0,4,1,19,3,6,32,1,23,4,0,0,0,0,5,0,36,2,3,8,0,13,13,84,0,0,23,30,3,0,16,10,2,22,1
1965,12,0,12,0,44,4,6,0,0,3,0,0,45,0,0,0,5,0,7,5,1,35,0,2,3,0,0,0,0,10,0,14,1,0,17,0,24,6,23,0,0,16,50,0,10,13,15,0,14,0
1966,1,11,8,0,39,16,5,0,0,3,1,0,18,0,1,0,39,1,4,0,7,52,3,0,2,0,0,0,5,0,0,18,0,3,10,0,27,11,27,2,0,20,87,1,1,3,11,13,21,3
1966,2,0,41,2,55,11,4,2,0,8,0,0,25,7,8,0,13,1,1,0,4,34,1,0,3,0,0,0,4,3,3,14,5,2,13,0,25,15,10,0,1,6,68,7,0,13,11,16,13,2
1966,3,1,34,0,38,11,5,0,0,5,2,4,29,19,5,0,19,0,5,11,6,21,3,0,2,0,0,0,0,0,0,5,8,0,14,5,9,18,1,0,0,28,72,0,1,14,25,11,21,0
1966,4,1,16,1,49,8,4,9,1,65,0,0,38,9,21,0,21,2,10,4,5,22,2,0,1,0,0,0,1,0,2,16,3,5,4,0,26,13,3,0,0,25,94,3,0,1,5,7,33,0
1966,5,0,43,0,47,31,14,1,0,5,0,12,28,18,2,0,3,2,7,3,2,30,0,0,1,0,2,0,8,0,2,5,0,5,9,3,40,6,4,0,0,36,113,0,1,6,13,2,30,0
1966,6,5,37,1,60,19,10,4,0,13,0,3,38,5,10,0,3,2,10,2,5,34,0,0,0,1,6,0,0,0,0,11,5,7,4,3,24,9,0,1,0,14,128,3,3,7,20,3,21,1
1966,7,6,15,4,51,17,5,4,0,29,0,4,64,32,8,0,13,2,2,20,5,12,0,1,3,9,4,0,0,0,4,18,2,4,12,1,29,12,2,1,0,26,260,2,19,9,22,4,49,3
1966,8,2,29,4,85,13,36,8,5,29,1,4,126,23,3,0,12,3,9,11,39,86,2,0,5,2,5,0,6,0,0,35,5,5,17,1,13,17,11,4,0,52,84,0,24,10,35,21,55,3
1966,9,1,4,5,78,2,27,4,0,13,0,19,101,17,6,0,15,5,14,6,45,96,4,0,9,8,1,0,3,1,0,14,9,1,47,0,13,22,12,2,0,33,101,2,2,8,28,14,62,2
1966,10,2,17,0,76,4,5,0,1,14,0,1,66,6,8,0,10,0,11,1,16,105,1,3,2,11,0,0,11,0,1,15,9,1,55,1,13,26,17,0,0,26,39,0,2,1,24,17,41,0
1966,11,7,13,8,50,9,18,1,2,9,0,0,62,13,4,0,7,0,14,1,8,57,2,2,13,10,6,0,1,0,0,30,1,0,18,0,13,17,11,0,0,14,36,2,0,3,40,59,55,0
1966,12,0,19,0,33,14,36,0,0,12,2,2,44,17,9,0,10,0,12,5,23,104,1,0,18,5,1,0,14,2,0,17,12,0,25,3,22,17,8,1,0,33,32,2,0,17,19,52,35,0
1967,1,15,17,0,45,11,23,1,0,14,0,2,37,14,8,0,21,0,26,8,44,114,2,0,22,18,1,0,0,0,0,22,5,1,41,0,15,46,2,0,0,52,53,0,1,14,20,42,46,0
1967,2,2,4,6,62,5,17,0,0,19,1,5,41,10,5,0,272,1,26,9,32,59,10,4,8,13,3,0,3,0,1,34,5,0,18,1,18,16,1,7,0,64,71,1,3,21,21,26,46,0
1967,3,2,4,2,113,7,14,2,0,17,2,5,29,28,41,0,17,2,25,3,21,107,6,1,22,18,0,0,6,0,0,30,6,2,15,5,22,48,8,1,0,50,111,0,0,5,18,23,48,0
1967,4,3,6,1,113,9,11,0,0,12,1,7,32,21,7,0,33,18,4,11,33,105,0,1,23,59,0,0,1,0,0,17,8,0,38,3,28,25,0,3,0,76,82,5,1,20,22,108,38,0
1967,5,12,11,1,99,9,7,0,0,23,7,1,20,20,33,0,19,19,20,8,18,95,0,2,14,23,1,0,0,0,1,7,15,2,19,14,22,31,5,2,0,31,104,1,0,18,33,71,36,0
1967,6,5,3,1,48,6,11,1,0,27,1,4,37,22,13,0,40,27,1,5,18,57,3,6,12,27,8,0,0,0,2,18,5,0,19,9,14,9,3,2,1,18,97,2,0,15,25,36,8,0
1967,7,13,3,3,64,2,2,3,1,54,2,4,60,54,9,0,21,24,8,4,9,86,4,8,21,10,0,0,0,0,7,8,3,0,40,8,21,18,1,7,0,65,51,1,1,29,19,69,20,0
1967,8,24,10,1,109,15,3,2,0,44,5,10,100,36,5,0,39,15,26,7,23,121,4,3,8,22,4,3,0,0,0,21,8,0,51,4,30,35,1,0,0,36,73,2,2,33,18,63,53,0
1967,9,10,2,2,58,17,3,2,1,31,2,2,71,50,20,0,16,17,36,8,16,71,6,0,3,1,0,0,0,0,0,9,7,10,42,28,10,24,17,1,1,27,57,1,0,17,17,11,27,0
1967,10,6,3,0,42,24,6,0,2,11,0,0,56,24,8,0,10,11,53,4,21,78,1,1,6,0,0,0,0,0,0,8,8,1,4,7,9,40,11,1,0,28,29,1,7,6,10,8,7,0
1967,11,66,8,0,37,9,20,3,0,4,0,1,39,18,16,0,14,5,36,2,4,95,2,0,6,5,3,0,4,0,2,1,6,1,17,3,6,22,2,2,0,23,34,0,17,8,25,54,18,0
1967,12,5,4,1,58,13,3,1,0,15,1,0,29,7,11,0,8,0,4,3,5,70,3,4,8,3,4,0,0,0,0,10,3,2,11,0,17,22,1,2,0,9,84,1,25,6,19,5,25,1
1968,1,23,14,2,41,22,0,1,0,11,1,1,17,8,10,0,14,0,11,2,9,49,1,3,2,8,0,0,3,0,0,4,1,0,14,1,9,21,2,0,0,28,118,4,15,9,12,27,25,0
1968,2,18,17,0,37,1,3,0,0,7,2,1,35,6,8,0,15,1,3,0,4,53,0,1,0,5,0,0,0,0,0,3,8,1,13,4,5,9,1,0,0,29,78,0,3,11,29,4,23,0
1968,3,14,12,0,36,6,7,1,0,2,1,0,17,16,18,0,1,0,0,0,2,30,1,1,3,5,0,0,0,1,1,18,5,0,17,7,37,27,9,2,0,12,69,0,9,6,2,8,9,28
1968,4,12,14,0,32,25,11,2,0,5,1,1,9,41,2,0,2,1,0,0,2,54,1,1,3,4,0,0,0,0,2,6,2,1,13,1,15,7,12,0,1,17,93,0,0,11,18,0,5,0
1968,5,1,12,0,60,22,4,0,1,11,1,0,8,33,7,0,5,1,1,3,5,25,0,0,1,0,0,0,0,0,9,5,7,2,14,0,12,8,19,0,1,10,94,0,2,7,12,0,24,2
1968,6,3,17,0,41,7,5,1,0,6,2,0,8,32,1,0,6,3,0,3,6,36,1,0,1,0,0,0,0,0,10,4,0,1,2,2,8,1,4,1,0,17,70,0,9,8,0,2,14,0
1968,7,18,13,1,55,30,2,2,0,9,1,1,32,15,2,0,9,3,1,1,4,37,2,0,11,5,0,0,21,1,3,2,5,3,7,12,4,0,0,0,0,6,108,0,0,3,5,9,22,0
1968,8,8,7,5,55,3,2,3,0,25,2,0,32,28,3,0,20,0,2,5,3,37,3,0,0,2,0,0,0,0,0,10,10,2,28,7,5,7,3,2,4,18,58,2,3,6,2,7,15,1
1968,9,21,5,1,53,2,1,0,1,8,4,2,35,21,3,0,7,0,0,7,20,36,0,0,2,1,0,0,3,1,0,9,8,2,2,8,5,5,2,3,3,6,47,4,1,4,3,2,21,0
1968,10,8,4,0,61,9,11,5,1,8,1,6,20,13,2,0,1,1,0,5,17,21,0,0,7,0,0,0,0,0,1,9,2,2,3,3,7,20,3,2,0,15,36,0,4,4,2,3,25,0
1968,11,4,2,1,29,2,3,0,1,4,2,7,17,13,9,0,2,0,0,1,10,30,0,0,1,0,0,0,1,0,1,12,4,1,9,6,2,8,1,2,0,11,16,1,0,9,5,2,27,1
1968,12,4,0,1,36,2,8,0,0,2,1,7,16,6,0,0,4,1,1,6,3,21,0,2,0,1,0,0,0,0,0,5,1,0,2,2,4,12,2,2,0,11,15,0,0,6,7,3,7,1
1969,1,1,10,1,17,26,5,1,0,8,2,0,32,6,0,0,13,0,0,1,8,4,0,2,1,2,0,0,0,0,0,9,0,2,0,8,21,3,2,0,1,8,45,0,21,2,3,2,26,0
1969,2,1,2,1,15,6,0,3,0,3,0,0,21,4,2,0,1,0,1,3,2,15,0,1,0,0,0,0,0,0,1,4,0,1,0,0,6,1,2,2,0,5,35,0,0,2,14,2,14,0
1969,3,4,2,0,21,3,3,5,0,11,1,0,8,3,2,0,2,0,2,1,4,22,0,0,0,1,0,0,1,0,0,2,4,4,6,3,8,5,3,0,0,6,44,2,0,5,0,4,5,28
1969,4,0,11,3,30,6,2,6,0,10,0,0,14,0,1,0,2,1,0,1,6,9,4,0,1,0,2,0,1,2,4,3,1,2,4,1,1,8,2,4,0,3,47,0,1,5,6,2,14,0
1969,5,1,8,0,43,23,2,1,0,13,0,0,10,9,1,0,8,0,0,0,0,4,5,0,0,0,1,0,0,0,1,3,4,1,7,7,4,9,3,4,0,3,74,0,3,6,8,4,10,2
1969,6,2,7,0,29,12,2,0,0,16,0,2,5,5,0,0,9,0,0,0,4,7,1,0,1,0,0,0,0,0,2,0,2,1,6,1,11,3,0,0,0,11,24,0,0,4,5,4,4,0
1969,7,7,7,3,39,1,0,0,0,19,6,1,6,9,0,0,11,5,1,0,3,13,1,0,1,2,0,2,0,0,0,4,2,1,11,1,3,5,0,8,0,15,24,0,0,4,8,7,6,0
1969,8,4,7,1,41,9,1,4,0,13,0,4,21,3,0,0,2,1,0,5,7,13,5,4,1,0,1,0,0,12,0,2,6,0,6,7,11,13,0,2,0,16,17,0,7,1,9,14,4,1
1969,9,6,4,0,59,9,2,2,0,52,0,2,32,8,1,0,6,1,6,2,2,31,1,1,1,1,0,0,0,0,0,3,1,0,8,4,3,21,2,3,0,10,22,0,7,10,16,2,11,0
1969,10,1,14,0,47,5,3,2,0,2,0,0,34,7,6,0,3,2,3,1,7,35,6,0,3,0,0,0,1,0,2,11,3,4,10,5,3,16,2,3,0,8,13,1,0,12,30,9,15,0
1969,11,6,19,0,26,17,1,11,0,4,0,0,18,6,2,0,3,3,0,1,4,8,2,0,3,0,0,0,0,0,1,2,5,3,4,3,19,12,1,2,0,21,21,0,3,8,26,8,24,1
1969,12,5,10,1,30,16,1,5,0,0,0,0,31,2,3,0,4,1,5,2,2,31,2,0,1,1,0,0,3,0,0,7,0,3,8,3,17,10,1,0,0,4,15,0,0,9,18,1,8,1
1970,1,1,11,0,25,27,5,5,0,2,0,0,44,0,3,0,3,0,3,3,1,7,1,0,3,2,0,0,0,0,0,7,0,0,5,1,9,7,1,0,0,20,40,0,3,46,12,3,15,0
1970,2,2,5,0,23,21,4,0,0,2,0,0,8,5,0,0,16,1,1,1,4,17,2,1,3,8,1,0,0,0,2,5,1,0,4,1,5,13,1,3,0,21,20,0,6,10,14,4,9,0
1970,3,1,9,0,58,6,3,0,0,6,0,0,14,7,2,0,4,0,7,1,1,6,0,1,1,0,0,0,1,0,1,4,5,0,12,2,2,4,2,9,0,6,22,0,2,3,7,5,17,0
1970,4,3,23,1,51,7,3,0,0,13,1,1,14,4,6,0,7,2,0,1,11,8,0,0,0,3,3,0,0,0,4,5,4,0,5,2,3,6,3,8,0,12,70,1,2,8,13,2,9,0
1970,5,2,12,0,57,0,6,0,2,19,0,4,13,17,1,0,42,6,4,2,3,3,0,0,1,6,0,0,0,0,1,1,2,0,8,2,6,19,5,2,1,4,41,1,1,10,37,3,0,0
1970,6,4,21,1,42,4,15,0,2,8,4,0,6,13,2,0,18,1,3,14,5,10,1,1,2,7,0,0,1,0,0,3,6,0,6,6,6,7,2,1,0,17,24,0,1,2,19,2,11,0
1970,7,2,23,7,47,2,4,1,0,7,3,1,28,15,0,0,16,1,0,5,1,39,0,2,3,6,0,0,0,0,1,1,34,0,15,8,10,13,3,3,0,16,53,0,0,20,7,22,19,0
1970,8,2,4,3,63,4,5,0,0,11,1,0,67,14,1,0,9,3,4,7,6,32,0,1,6,9,1,0,1,0,2,13,20,2,25,10,14,15,6,0,0,14,55,0,2,15,49,2,12,0
1970,9,4,8,2,56,7,12,4,3,4,2,0,49,15,2,0,42,12,4,4,7,31,0,0,3,9,0,0,1,0,0,10,18,2,21,6,19,18,3,2,0,18,22,4,2,7,37,5,31,0
1970,10,2,7,3,40,4,8,4,0,8,1,4,49,23,3,0,10,4,1,1,5,27,0,1,3,4,0,0,0,0,0,4,8,0,18,1,4,27,2,6,0,15,36,0,0,6,7,5,1,0
1970,11,2,7,0,50,1,2,0,1,4,0,0,51,4,0,0,4,1,4,2,4,7,0,1,1,6,0,0,0,0,0,2,5,1,17,1,11,10,2,0,0,12,26,0,0,6,6,11,22,0
1970,12,1,5,1,24,0,4,1,0,11,0,0,20,4,2,0,1,2,4,3,1,8,1,0,1,3,0,0,0,0,1,6,3,1,7,5,6,19,1,4,0,6,28,0,0,30,18,9,0,0
1971,1,11,21,2,29,1,2,0,0,7,0,0,27,13,0,0,9,4,6,3,1,5,0,3,1,3,0,0,5,0,0,8,3,1,9,4,14,12,2,3,0,20,46,0,0,11,4,2,4,0
1971,2,6,12,0,30,2,0,0,1,1,0,0,11,19,3,0,3,4,4,3,0,11,0,1,0,2,0,0,1,1,0,4,2,1,3,1,7,7,1,0,0,22,17,3,0,2,9,1,0,0
1971,3,14,6,4,33,1,1,1,1,5,0,0,12,14,3,0,13,4,11,4,1,11,1,0,0,2,0,0,0,1,0,3,9,0,6,2,7,4,1,3,0,14,10,0,1,7,16,6,13,2
1971,4,13,10,9,21,1,1,1,1,4,0,5,10,14,5,1,4,2,1,3,2,6,0,5,2,4,0,0,0,1,0,3,3,0,9,0,5,8,0,25,0,6,36,0,0,6,6,2,1,0
1971,5,6,13,1,33,1,3,1,0,6,0,0,14,9,3,5,18,1,1,4,3,9,0,2,3,2,0,0,4,0,0,3,2,0,4,1,11,13,0,25,0,15,39,3,0,4,9,4,3,1
1971,6,9,7,16,39,4,4,3,0,11,0,2,6,3,3,2,3,11,6,2,1,11,0,0,0,3,0,0,0,0,0,2,8,0,2,1,8,4,1,8,1,9,47,0,0,9,3,6,0,0
1971,7,13,2,10,24,2,0,0,0,18,18,6,5,13,2,1,9,7,1,1,1,9,2,2,6,1,0,0,0,0,0,1,8,0,12,9,9,0,0,9,0,35,33,0,1,6,7,6,0,0
1971,8,3,6,3,44,2,4,7,0,17,0,0,33,3,7,2,5,7,5,2,2,27,7,4,3,0,1,0,0,1,0,2,9,0,6,0,17,3,1,9,3,30,19,0,4,7,28,13,0,0
1971,9,2,14,5,46,3,1,2,0,13,0,0,23,6,15,0,12,4,1,2,5,13,1,0,1,1,1,0,1,1,0,14,0,0,9,0,10,4,1,7,2,17,10,1,5,4,11,15,11,1
1971,10,4,5,0,29,1,3,3,0,2,0,0,19,0,17,2,2,19,1,2,0,22,0,1,3,1,0,0,1,0,0,1,1,3,14,0,16,7,0,4,2,12,9,0,3,3,5,2,7,0
1971,11,1,5,0,23,1,2,7,0,3,0,0,3,4,6,0,1,8,1,0,0,9,0,1,0,6,0,0,2,0,0,3,3,0,1,0,2,4,0,5,0,5,5,1,0,2,3,2,0,0
1971,12,3,2,1,28,2,0,14,0,2,0,0,9,7,15,0,2,11,0,2,2,7,4,0,1,1,2,0,5,2,0,5,5,2,5,7,2,14,0,0,0,7,11,0,0,0,5,4,0,0
1972,1,3,6,2,8,1,7,9,0,7,0,0,5,11,1,0,6,3,2,0,1,13,0,0,1,0,1,0,4,0,0,2,3,0,3,1,3,4,0,1,0,9,8,0,0,1,4,3,1,0
1972,2,2,10,0,11,1,0,12,0,8,0,0,7,6,10,2,1,1,1,1,0,8,0,8,0,1,0,8,0,0,1,1,2,0,3,3,5,6,0,6,0,6,9,0,0,2,11,4,3,0
1972,3,1,5,0,9,0,3,1,0,1,1,0,3,7,1,0,3,2,1,3,0,14,0,0,2,0,3,0,3,0,1,0,2,3,1,1,3,15,1,2,0,12,16,0,0,3,1,2,68,0
1972,4,8,5,3,15,3,4,0,0,4,0,0,8,12,3,2,4,5,1,0,5,5,3,1,10,1,0,0,0,0,0,0,3,0,2,2,12,11,0,4,0,8,24,1,0,4,4,11,46,1
1972,5,3,9,2,17,10,0,0,0,10,0,0,2,79,11,0,4,4,0,2,2,4,0,0,2,7,16,0,1,0,0,2,1,3,4,0,6,20,4,5,0,19,14,0,0,3,7,8,134,0
