YEAR,MONTH,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District.of.Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New.Hampshire,New.Jersey,New.Mexico,New.York,North.Carolina,North.Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode.Island,South.Carolina,South.Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West.Virginia,Wisconsin,Wyoming
1983,7,2,5,3,7,27,0,0,4,4,13,1,7,14,0,1,3,3,2,4,3,5,9,2,2,0,0,0,0,0,3,8,9,0,10,61,1,7,1,5,0,3,10,2,3,6,4,1,25,1
1983,8,0,0,3,29,20,0,1,1,8,16,3,13,12,0,7,4,0,0,0,5,9,4,0,7,0,0,0,1,2,0,9,3,0,25,74,0,20,1,0,3,0,21,6,0,0,5,2,11,1
1983,9,2,8,1,15,19,1,0,0,3,8,9,23,6,1,8,2,0,0,4,7,8,5,1,2,0,0,0,1,2,2,9,5,1,22,32,0,11,0,0,1,1,15,8,1,1,3,2,5,0
1983,10,0,2,2,8,14,4,0,0,8,1,1,8,2,0,3,3,5,1,3,3,6,5,0,1,0,3,0,1,0,2,8,1,0,11,65,2,7,0,0,1,3,15,0,0,4,0,0,1,0
1983,11,0,5,4,19,0,2,2,0,6,4,0,16,2,0,0,0,0,0,1,2,3,4,0,0,1,1,0,1,0,0,8,1,0,11,23,2,24,0,1,0,0,4,8,0,0,3,0,3,0
1983,12,0,4,2,9,5,0,0,0,2,1,0,12,6,3,89,0,1,0,0,4,1,2,0,0,0,1,1,0,1,0,4,6,1,9,23,0,45,0,0,0,0,9,0,0,1,1,0,3,0
1984,1,0,0,8,3,9,0,0,0,5,3,1,2,17,3,38,1,0,0,3,0,1,2,0,1,1,2,0,1,0,2,5,1,0,4,2,0,3,1,0,0,1,3,0,0,4,5,2,3,0
1984,2,0,0,2,10,2,0,0,0,5,1,0,4,54,0,1,0,1,0,0,2,4,0,0,9,15,0,0,1,0,0,4,11,0,11,6,4,7,0,1,0,0,5,1,4,1,1,1,5,0
1984,3,0,3,0,6,1,0,0,0,4,1,0,3,92,0,4,0,0,0,0,1,5,1,0,2,0,0,2,1,1,0,5,5,0,13,25,1,10,0,0,1,0,2,0,1,2,4,2,2,3
1984,4,0,5,0,9,5,0,0,0,3,0,0,4,22,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,2,3,11,0,0,6,84,2,0,0,1,0,1,2,0,0,0,3,1,1,0
1984,5,0,0,1,19,3,0,0,0,7,1,1,1,4,0,2,0,0,0,2,1,1,2,2,2,0,0,0,0,1,0,13,0,0,3,78,2,0,0,0,1,0,5,1,3,0,4,0,1,0
1984,6,0,3,1,8,5,0,2,0,9,2,1,4,12,0,0,0,0,0,8,1,0,2,1,0,1,0,0,1,1,0,12,0,0,12,8,2,10,0,0,2,0,9,3,3,4,15,1,1,0
1984,7,0,5,3,12,3,1,0,0,14,2,0,1,6,2,1,0,1,0,17,2,5,1,0,1,0,0,0,4,1,0,9,0,0,3,4,0,5,0,0,2,0,8,1,3,5,10,1,3,0
1984,8,0,4,1,27,6,0,0,0,9,4,4,3,16,4,2,0,0,0,19,3,4,3,1,1,2,9,0,1,4,1,5,4,0,10,6,3,4,0,0,1,4,7,0,3,1,18,2,25,0
1984,9,1,2,3,16,0,3,0,0,9,0,0,1,5,1,1,0,2,0,8,3,7,0,0,2,0,0,0,1,0,2,19,11,0,6,24,11,9,1,0,0,1,6,1,3,2,222,1,45,3
1984,10,0,1,1,23,5,0,0,0,3,3,0,3,4,2,0,1,2,0,1,4,0,3,0,2,0,1,0,2,2,2,15,1,0,4,3,4,5,1,0,1,0,5,0,3,0,31,0,10,0
1984,11,0,1,3,19,6,0,0,0,10,0,0,1,6,1,2,0,2,1,1,2,3,1,0,0,0,0,0,5,0,2,5,2,0,3,3,1,1,1,0,0,0,2,0,0,0,7,0,9,0
1984,12,1,3,1,7,4,2,0,0,12,3,0,2,21,2,1,0,2,1,0,3,0,0,0,3,1,5,0,0,0,1,6,2,0,4,4,1,2,0,0,0,0,5,0,2,0,6,0,9,0
1985,1,1,1,6,10,1,0,0,0,14,0,0,2,8,0,1,0,0,0,28,0,1,0,0,2,0,1,0,0,1,1,7,3,2,8,3,4,8,0,0,0,0,4,0,1,0,1,0,9,0
1985,2,0,1,1,12,1,0,0,0,4,8,0,7,3,1,3,1,0,2,35,0,3,0,0,1,1,0,0,3,0,0,13,3,0,0,4,0,2,1,0,0,0,7,2,0,1,2,0,6,0
1985,3,1,1,0,12,6,0,0,0,7,37,0,6,0,0,3,0,1,0,44,0,3,0,0,5,0,0,0,9,0,2,9,0,3,5,15,12,4,0,0,0,0,12,1,1,1,8,0,3,0
1985,4,0,1,2,16,0,2,0,0,10,1,0,2,0,2,8,0,1,0,31,2,0,1,0,0,0,0,0,2,1,0,3,1,1,0,29,0,0,0,0,0,0,14,1,0,1,4,0,12,0
1985,5,0,5,2,22,2,1,0,0,7,5,0,1,0,0,2,0,3,0,23,0,6,0,0,5,0,2,0,3,1,1,3,1,0,1,16,1,1,3,0,1,0,28,2,0,0,3,0,8,0
1985,6,0,4,2,26,0,2,0,0,7,6,0,2,0,0,5,2,0,0,28,1,5,4,1,0,0,1,0,9,1,1,5,1,2,4,21,4,1,0,0,0,1,51,2,0,2,6,1,24,0
1985,7,4,7,0,24,19,1,0,0,7,8,5,7,0,2,2,0,3,0,25,4,9,5,1,4,1,0,0,16,2,4,8,4,1,7,26,0,6,4,0,0,2,97,16,0,0,11,1,52,0
1985,8,1,7,2,31,17,1,0,0,4,11,2,14,88,0,0,0,2,0,20,17,3,30,2,7,0,0,0,37,3,2,16,4,0,12,35,14,18,4,2,1,11,70,16,1,3,18,2,63,0
1985,9,4,6,0,40,18,0,1,0,6,9,5,15,90,1,0,5,2,6,23,7,11,30,0,4,0,0,0,23,1,0,15,6,0,39,20,5,33,2,0,0,3,35,5,0,6,14,0,55,0
1985,10,7,5,2,30,10,0,1,0,3,6,3,10,0,22,4,0,3,1,22,6,5,26,0,1,0,5,0,4,1,0,22,7,0,20,12,4,8,2,0,1,1,30,7,0,3,7,0,78,0
1985,11,8,2,0,4,12,4,0,0,3,1,1,8,13,3,1,0,2,0,21,1,2,12,0,3,0,2,0,4,1,1,14,4,1,21,9,6,7,6,0,2,6,21,1,0,3,8,0,54,1
1985,12,4,9,1,15,20,2,0,0,1,10,14,12,22,3,2,1,3,0,12,11,6,23,0,3,0,0,0,1,0,3,19,6,0,3,17,4,4,1,1,6,3,10,7,1,1,10,1,18,0
1986,1,3,4,0,11,6,1,0,0,8,1,2,11,3,2,3,1,0,1,35,3,1,10,0,1,0,0,0,7,0,4,19,4,2,11,1,0,5,1,1,0,1,8,0,0,2,5,0,13,0
1986,2,2,6,1,6,8,4,1,0,7,16,5,6,7,0,3,0,1,0,29,4,8,2,0,1,0,1,0,2,5,2,17,6,0,27,13,2,2,0,1,0,1,4,1,1,4,9,0,11,0
1986,3,4,11,4,4,7,2,7,0,5,19,8,4,5,2,0,0,2,0,21,1,3,3,0,1,0,0,0,3,0,2,5,2,0,20,6,0,9,0,1,0,2,10,7,0,3,9,1,11,0
1986,4,0,2,0,18,2,7,183,0,12,8,11,4,2,1,0,0,0,0,21,0,4,5,0,1,3,0,0,4,0,1,18,2,0,5,1,3,0,0,1,3,1,11,1,1,0,3,3,7,0
1986,5,4,1,0,13,11,1,22,0,4,25,0,1,3,4,4,0,1,0,17,7,4,4,0,0,2,1,0,8,2,0,7,4,0,5,3,3,4,0,3,4,0,5,2,1,6,15,1,8,1
1986,6,3,4,3,28,11,1,5,0,6,4,3,5,3,0,0,0,2,0,20,5,2,3,0,1,0,0,0,7,0,3,4,2,1,6,32,1,3,0,2,4,0,21,3,0,1,11,5,10,0
1986,7,1,8,2,45,5,0,3,0,9,6,4,5,0,2,17,1,1,0,13,6,1,7,0,3,2,1,3,23,2,4,9,10,1,8,13,0,2,2,2,2,2,17,7,0,4,9,8,20,0
1986,8,5,11,7,75,14,2,5,0,10,22,2,6,0,2,58,3,4,0,2,1,1,6,0,4,5,4,0,4,2,3,10,11,1,35,24,1,7,1,2,1,10,19,8,0,10,22,7,10,3
1986,9,1,9,2,26,12,6,0,0,4,20,7,5,4,5,85,0,2,0,3,1,4,4,0,6,1,0,1,7,4,1,16,22,0,21,11,2,3,1,5,0,1,9,6,0,4,31,0,8,0
1986,10,2,9,2,43,6,0,0,0,3,7,1,0,0,1,1007,0,0,0,1,5,7,3,1,2,2,0,0,14,2,1,12,10,0,8,12,0,3,1,0,0,0,1,4,0,2,28,0,4,0
1986,11,0,0,0,17,0,0,0,0,6,3,5,2,9,0,52,0,2,0,2,8,0,1,0,2,5,3,0,4,3,5,7,6,0,20,10,2,10,0,0,0,0,4,3,0,5,7,3,6,0
1986,12,0,13,3,13,2,3,0,0,5,5,5,2,4,0,0,0,1,0,2,41,1,2,0,10,3,0,0,0,0,3,29,9,1,3,8,2,4,1,0,0,0,3,2,2,15,14,0,3,0
1987,1,0,0,0,23,1,1,0,0,0,2,1,0,1,2,4,1,0,0,0,0,3,2,2,7,0,0,0,1,0,1,11,11,1,12,0,8,5,0,0,1,1,5,0,0,13,5,2,10,2
1987,2,2,0,1,8,7,0,0,0,1,2,10,1,0,0,2,0,2,0,1,2,6,0,0,3,0,0,0,0,1,0,12,11,0,7,9,1,5,0,0,0,2,7,1,1,7,4,10,8,0
1987,3,1,8,1,11,5,3,0,0,2,6,0,2,0,1,1,0,3,0,0,1,7,1,0,1,1,0,0,0,3,0,23,23,1,0,16,3,2,0,0,0,0,1,0,2,9,8,3,4,0
1987,4,0,0,0,22,5,3,0,0,1,3,1,1,1,0,0,0,4,0,0,0,5,4,0,2,1,0,0,0,0,2,17,6,0,6,2,1,1,0,0,1,2,8,0,0,3,5,1,2,0
1987,5,2,9,0,7,0,1,0,0,2,4,6,1,0,3,1,0,1,1,1,1,4,1,0,0,1,0,0,1,1,0,12,8,0,1,2,1,6,0,0,0,1,9,0,0,2,5,5,7,0
1987,6,1,6,1,17,3,0,0,0,6,0,8,5,0,2,2,0,2,0,3,1,3,1,0,5,0,0,0,0,1,4,9,6,2,8,11,0,1,1,0,0,4,19,0,0,3,6,3,11,3
1987,7,4,0,6,19,16,4,3,0,6,0,2,4,3,7,1,0,5,4,2,17,2,1,3,5,2,1,0,2,0,0,17,10,1,1,27,0,22,0,0,1,1,26,0,1,1,11,4,9,0
1987,8,5,0,1,29,8,2,1,0,3,13,9,1,9,16,1,0,13,10,8,13,11,1,0,1,1,0,0,13,3,1,7,18,2,16,40,41,32,0,0,0,4,14,1,0,6,19,4,28,0
1987,9,3,7,2,22,12,2,0,0,10,0,5,2,2,10,1,0,12,8,0,6,1,2,0,6,0,0,0,10,3,3,17,14,4,8,18,4,6,0,0,0,0,5,6,0,3,7,2,13,0
1987,10,4,0,0,29,4,10,0,0,10,0,8,1,1,14,2,1,5,3,5,8,4,0,1,2,0,0,0,10,3,0,13,10,1,13,22,11,9,2,0,0,4,3,0,0,2,16,4,4,0
1987,11,2,3,1,18,7,3,0,0,7,0,15,1,1,2,1,0,2,0,5,4,2,0,0,3,0,0,0,2,2,1,19,2,2,6,13,1,8,0,0,0,3,7,2,0,3,9,0,3,0
1987,12,1,8,2,10,16,2,0,0,5,20,26,2,20,1,1,0,7,7,1,100,5,4,0,11,2,0,0,39,8,1,27,4,3,49,12,13,8,2,8,1,1,7,5,0,6,15,0,5,0
1988,1,0,1,0,7,0,2,1,0,1,3,7,3,0,3,0,0,0,1,8,1,3,0,1,0,0,0,0,2,0,0,1,5,6,0,0,2,3,0,0,2,2,24,2,0,1,2,0,3,1
1988,2,0,0,0,21,2,3,1,0,0,0,43,0,5,4,0,0,1,10,2,14,4,1,1,2,0,0,1,14,2,0,4,10,0,2,0,0,2,0,0,0,3,24,0,0,1,7,0,5,0
1988,3,0,12,5,20,1,2,1,0,2,5,108,3,19,8,1,0,1,0,5,25,3,2,0,1,1,0,0,5,3,1,1,8,0,6,22,0,2,0,0,0,0,14,6,0,5,4,0,2,0
1988,4,2,5,0,22,4,1,0,0,3,6,70,0,14,0,1,0,0,0,4,36,3,2,0,2,0,0,0,1,2,0,2,4,0,8,2,1,1,1,0,0,1,13,13,1,2,13,0,3,0
1988,5,2,13,0,11,0,0,0,0,9,3,10,4,9,0,0,0,5,0,3,3,4,1,0,1,0,0,0,0,1,0,13,2,0,5,0,4,7,0,0,0,1,14,0,1,2,6,0,3,0
1988,6,1,15,0,15,6,0,0,0,6,0,10,6,3,0,1,0,2,0,0,8,0,6,0,0,0,0,0,7,0,6,12,7,1,4,0,0,7,1,0,0,0,14,1,0,5,10,3,10,0
1988,7,7,34,2,19,1,3,1,0,6,3,2,20,5,5,0,6,2,0,4,24,5,12,0,8,0,0,0,4,0,4,5,5,4,0,3,9,14,2,1,1,9,21,0,0,0,8,1,12,0
1988,8,15,60,4,31,0,4,2,1,7,10,12,13,2,0,2,0,5,0,9,18,5,13,2,1,0,0,0,0,3,25,23,9,0,0,12,5,16,5,0,2,5,13,0,1,3,20,3,10,0
1988,9,15,42,14,23,6,2,1,0,13,1,39,6,1,2,1,0,0,0,5,22,5,7,0,2,1,0,0,1,5,13,20,12,0,15,4,9,8,1,0,0,9,5,5,0,2,13,1,15,0
1988,10,10,79,1,51,10,2,0,0,4,4,19,12,11,8,0,0,1,2,2,17,1,0,0,5,0,0,0,13,4,3,18,4,0,9,19,16,4,5,0,0,4,8,1,1,0,21,0,10,1
1988,11,3,90,3,31,1,3,0,0,3,1,18,17,3,4,0,0,1,11,0,32,1,0,0,1,0,0,0,0,11,2,42,3,0,0,1,3,1,2,0,0,0,6,1,1,2,9,0,2,0
1988,12,7,141,15,19,44,0,0,0,18,4,32,13,10,1,0,3,3,0,1,11,4,58,0,2,2,0,1,0,1,0,101,2,0,11,8,4,1,0,0,0,1,2,15,0,6,18,2,3,0
1989,1,2,84,1,28,3,0,0,0,3,0,6,5,0,2,0,0,0,2,0,0,2,0,0,0,0,0,1,5,3,1,4,1,0,1,0,0,4,2,0,0,2,11,0,0,1,1,0,12,0
1989,2,2,47,0,12,7,0,0,0,1,1,1,8,1,4,1,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,8,9,0,0,2,0,2,0,0,0,6,8,1,1,1,3,1,5,0
1989,3,6,34,3,11,7,1,0,0,6,3,5,15,2,0,0,0,1,0,3,0,2,0,1,5,0,0,0,0,0,3,6,0,0,0,1,2,3,0,0,0,0,20,1,0,1,9,3,6,0
1989,4,4,25,5,6,0,1,0,0,11,1,18,3,5,1,0,1,3,0,1,0,12,0,0,4,0,0,0,0,0,0,5,3,0,0,5,2,2,0,0,1,6,12,3,1,1,10,5,6,0
1989,5,6,50,1,33,1,1,1,0,7,4,9,12,0,3,0,0,0,0,1,180,2,0,1,1,0,0,0,0,2,0,2,4,0,0,1,1,4,0,0,0,0,31,0,3,0,4,1,2,0
1989,6,5,45,1,14,4,6,0,0,3,1,1,18,0,1,0,0,0,0,3,10,3,7,1,9,10,0,0,0,2,2,7,1,0,0,4,0,12,0,0,0,1,47,1,1,2,8,1,7,0
1989,7,9,18,5,11,9,1,0,0,12,6,16,24,5,1,1,0,2,0,3,3,3,4,4,41,11,2,0,0,2,2,9,5,0,32,7,2,28,9,0,0,7,82,6,0,3,42,6,27,0
1989,8,15,30,2,55,10,3,0,0,17,10,8,19,5,2,1,0,7,5,14,23,4,9,0,35,8,2,0,0,3,14,10,17,2,12,21,0,29,0,0,0,14,61,1,0,15,47,3,42,0
1989,9,10,29,3,27,18,3,0,0,14,11,1,22,1,1,0,0,3,8,26,17,7,25,2,14,4,0,0,1,5,2,33,15,0,0,5,7,25,0,0,0,15,43,6,0,6,34,5,30,0
1989,10,12,9,6,21,24,2,0,2,3,4,1,28,0,1,1,0,3,8,15,22,5,3,0,8,4,1,0,10,1,6,31,11,1,0,7,2,9,0,0,1,7,29,1,0,3,21,7,25,0
1989,11,4,27,3,75,15,0,0,1,6,9,7,22,21,0,0,0,7,0,7,37,2,1,0,10,2,2,0,0,3,3,18,6,1,23,7,2,5,0,0,1,59,15,1,0,1,9,1,28,0
1989,12,5,2,5,43,12,7,0,0,12,5,2,22,47,0,8,34,12,2,8,15,4,22,0,13,4,2,0,14,2,0,47,7,1,79,6,0,4,10,33,1,2,7,5,5,3,13,3,21,0
1990,1,7,3,0,15,0,0,1,1,3,2,0,20,0,0,0,0,0,0,10,38,8,0,0,3,0,1,0,0,8,0,6,4,1,0,4,5,21,0,0,0,1,13,1,1,1,2,3,20,0
1990,2,1,2,0,8,30,3,0,0,1,5,2,24,2,1,1,0,0,0,8,17,4,0,0,5,0,0,2,6,1,2,110,1,0,15,1,0,13,0,0,0,1,2,0,1,3,6,2,11,0
1990,3,2,1,1,21,16,2,0,0,2,0,4,24,3,2,1,0,0,0,1,16,15,0,2,6,0,0,1,1,2,1,12,4,0,11,4,2,15,0,3,1,6,0,2,0,3,16,0,5,0
1990,4,8,3,0,9,2,4,0,4,4,3,4,24,7,0,1,0,0,1,0,13,5,0,0,6,0,0,0,3,2,1,95,4,0,22,5,7,7,0,0,0,0,7,2,3,1,7,3,8,0
1990,5,7,3,0,43,1,0,0,8,3,3,11,23,3,1,0,0,3,0,6,35,1,6,2,5,5,0,0,0,3,3,17,5,0,8,4,2,13,0,2,0,6,7,0,1,1,8,1,21,0
1990,6,16,14,1,51,8,1,1,1,4,0,10,24,19,2,0,0,5,1,11,36,3,1,1,6,18,1,0,2,2,1,14,13,0,24,4,5,29,2,0,0,4,14,5,0,4,19,0,20,0
1990,7,7,1,0,32,7,2,2,0,2,0,4,42,21,2,3,0,4,0,2,20,5,0,1,18,3,0,0,0,1,1,16,6,0,0,8,7,46,0,0,0,7,40,0,0,1,14,1,31,0
1990,8,5,20,6,39,12,3,5,0,13,11,1,81,9,7,4,0,5,4,10,24,19,14,0,15,0,3,0,24,9,5,19,2,1,38,3,14,23,0,0,0,2,30,0,0,1,29,4,28,0
1990,9,8,1,7,62,13,4,1,0,9,0,12,62,17,3,9,0,9,0,12,32,11,0,1,25,6,2,0,11,6,1,17,25,0,21,15,25,25,2,0,0,13,16,17,1,2,44,6,12,0
1990,10,2,0,6,74,4,6,1,0,11,8,4,15,17,0,3,0,2,6,2,21,3,16,1,17,3,0,0,4,1,1,16,7,1,59,9,21,8,2,0,0,3,9,4,0,1,51,8,24,0
1990,11,1,5,1,43,22,3,1,1,0,9,4,7,16,0,4,0,2,3,2,25,8,3,0,4,1,1,0,9,1,0,6,6,1,16,1,16,3,1,0,0,7,6,0,0,6,16,1,38,0
1990,12,1,24,16,70,16,3,0,0,7,9,3,8,33,2,1,21,7,4,33,89,5,14,0,6,0,3,0,8,1,2,14,1,1,32,16,19,7,3,9,1,3,14,9,1,1,15,3,5,1
1991,1,1,5,0,11,0,0,0,0,0,0,0,13,0,3,0,0,1,0,0,0,3,8,0,2,0,1,0,7,0,2,5,4,1,5,0,4,13,0,0,0,1,15,0,1,1,0,0,3,2
1991,2,2,2,0,35,19,0,0,0,1,3,9,8,6,1,0,0,0,0,0,11,10,4,0,12,0,1,0,1,2,4,18,2,0,16,3,2,2,0,0,0,3,23,10,0,1,12,5,5,0
1991,3,5,1,0,8,9,6,0,0,2,3,8,4,5,0,1,0,1,3,5,30,7,9,0,1,0,2,0,3,0,1,12,1,0,3,3,15,6,0,0,0,5,7,0,0,2,17,1,6,0
1991,4,2,0,0,9,9,1,0,0,2,0,1,6,2,1,5,0,0,1,1,23,0,1,0,5,0,0,0,0,4,2,5,0,0,31,4,7,2,0,0,0,0,21,0,2,1,18,0,2,0
1991,5,2,0,1,19,18,4,0,0,5,10,0,1,11,1,0,0,1,33,4,20,0,0,0,0,0,0,1,1,0,1,11,4,0,3,1,3,2,0,0,0,3,5,0,0,5,4,0,2,0
1991,6,4,0,2,32,3,2,0,0,7,5,2,11,10,2,0,0,1,7,4,14,2,3,1,5,0,1,0,0,1,0,10,4,0,4,0,6,8,0,9,1,2,17,4,0,0,14,0,13,0
1991,7,7,0,0,21,9,3,0,0,9,1,0,8,3,1,0,0,0,1,16,18,1,10,0,6,2,0,0,0,1,6,11,4,1,6,4,1,5,0,0,1,2,24,4,0,6,6,1,34,0
1991,8,10,0,1,38,20,6,0,0,11,11,3,11,11,4,0,0,3,3,16,18,2,14,3,12,0,2,0,0,3,7,9,6,0,12,8,15,7,0,1,0,7,9,6,1,2,23,2,41,0
1991,9,9,49,4,18,16,1,0,1,4,5,3,6,7,4,0,0,1,3,3,8,8,20,0,16,1,1,0,1,0,6,18,7,1,0,6,5,7,0,2,1,6,7,0,0,0,15,0,8,0
1991,10,4,5,2,25,17,0,0,0,4,4,1,2,9,3,5,0,3,3,0,11,4,6,0,3,1,1,0,0,0,7,16,2,1,12,10,4,11,0,1,0,6,5,14,0,2,21,0,2,0
1991,11,1,7,4,28,12,0,0,0,2,7,0,1,1,4,0,0,1,0,3,14,0,9,2,12,1,0,0,0,2,9,31,5,0,2,10,3,3,0,2,1,3,7,0,1,4,1,0,5,1
1991,12,2,8,3,15,16,2,0,1,12,7,2,3,1,2,1,0,2,0,9,40,0,12,0,9,1,0,0,4,2,2,31,2,0,12,0,3,0,0,0,0,0,3,7,0,0,18,0,2,0
1992,1,1,0,1,6,2,0,0,0,0,0,3,1,5,1,0,0,0,0,4,0,1,1,0,4,0,2,0,0,14,2,5,0,1,0,0,1,11,0,0,0,0,14,0,0,0,0,0,5,0
1992,2,0,0,1,29,2,0,0,0,2,0,1,4,0,0,0,0,0,1,1,8,0,1,0,4,0,0,0,4,1,5,10,4,1,2,5,3,2,0,6,1,0,16,2,0,2,7,0,4,0
1992,3,0,0,1,18,8,1,0,0,4,2,4,0,3,0,0,0,0,1,6,8,0,0,0,0,0,0,0,9,1,3,4,2,0,1,1,1,2,0,1,0,0,5,3,0,0,6,0,3,0
1992,4,1,0,1,15,7,3,0,0,3,2,5,0,1,0,0,0,0,0,0,3,0,11,0,2,0,0,1,2,0,3,1,7,3,7,0,3,6,0,0,0,5,11,0,0,2,17,2,0,0
1992,5,4,37,2,39,1,5,0,0,5,2,1,2,2,0,1,0,0,0,1,7,0,2,0,6,1,0,0,5,2,7,3,1,1,5,6,4,9,0,0,1,0,22,0,0,0,17,0,3,0
1992,6,2,11,0,45,3,5,0,0,2,2,3,5,1,0,0,0,0,1,0,9,2,3,1,8,0,0,0,2,1,9,1,0,1,8,1,2,9,0,0,2,0,24,10,2,0,11,0,10,0
1992,7,4,31,0,46,2,5,1,0,2,0,6,8,3,2,3,0,2,1,2,1,2,12,0,15,0,3,0,6,3,13,4,0,3,6,11,3,21,0,0,1,0,25,9,1,2,34,0,22,0
1992,8,1,15,3,73,2,11,5,1,9,6,16,9,6,0,6,1,4,3,3,17,3,3,2,25,2,2,1,3,4,15,10,8,3,13,3,7,24,0,2,2,0,23,0,3,4,44,5,85,0
1992,9,1,16,5,56,12,4,1,0,1,0,2,7,6,2,9,0,1,4,5,31,2,0,0,18,1,1,0,12,12,16,38,0,0,18,1,7,22,1,1,4,1,7,6,2,0,37,0,134,0
1992,10,2,4,1,82,37,3,0,0,4,0,0,9,12,2,5,0,2,0,8,12,2,0,0,15,3,2,0,6,12,23,22,13,1,31,0,9,13,1,0,3,2,4,3,1,0,19,2,132,0
1992,11,1,7,1,41,12,3,0,0,7,3,1,4,13,3,9,0,3,0,5,7,2,72,0,12,2,3,0,5,8,5,12,8,1,16,20,2,12,4,0,0,0,4,5,1,5,20,0,61,0
1992,12,3,11,1,71,23,10,1,0,18,11,4,5,12,1,1,13,6,2,12,340,2,36,0,11,0,1,0,138,2,2,63,0,0,12,4,5,17,0,0,3,2,6,7,22,3,29,0,31,0
1993,1,3,1,0,34,0,0,0,0,0,1,0,9,2,0,0,2,0,1,2,32,5,0,0,5,0,2,0,25,16,4,6,0,1,5,3,0,16,1,0,1,1,0,0,10,0,1,0,23,1
1993,2,1,1,0,35,11,2,0,0,2,6,1,2,4,0,3,5,0,0,5,26,0,0,1,5,0,2,0,1,8,5,19,0,0,32,4,1,14,0,2,0,0,0,0,9,1,1,1,25,0
1993,3,3,1,0,16,1,4,0,0,2,1,5,9,2,0,5,1,4,0,14,0,4,0,1,2,0,0,0,14,2,4,11,8,0,21,0,2,19,1,0,0,13,0,4,9,2,4,0,11,0
1993,4,2,4,1,41,9,2,0,0,5,0,1,16,4,1,1,1,0,2,7,15,5,20,2,4,0,0,0,5,0,1,14,3,1,10,3,2,13,1,3,0,6,0,0,9,3,2,1,14,0
1993,5,4,2,1,26,5,8,0,1,13,1,0,12,9,0,2,0,0,2,5,62,2,19,0,3,0,0,0,18,7,2,11,3,1,5,1,1,9,0,0,0,4,13,3,5,3,10,1,20,0
1993,6,7,2,0,42,24,17,0,1,9,2,7,21,5,0,0,2,1,1,10,0,1,4,1,9,0,1,0,29,3,3,14,10,0,25,1,4,34,0,0,0,10,0,0,2,4,3,0,17,0
1993,7,15,19,1,84,14,7,4,1,10,8,22,93,13,0,0,4,1,0,27,90,4,21,3,29,1,2,0,17,7,4,21,11,0,30,15,10,53,1,3,2,9,6,9,8,11,4,2,69,0
1993,8,10,10,4,79,12,2,2,2,23,9,24,120,18,12,3,11,0,3,21,1,12,41,2,23,1,1,1,3,10,7,40,9,1,69,22,8,107,3,0,4,11,3,9,9,14,10,3,57,0
1993,9,9,6,1,76,25,12,3,6,6,13,25,63,33,14,2,8,3,6,10,49,27,85,0,23,5,0,2,18,15,4,76,8,1,49,7,13,68,0,5,1,99,20,2,4,12,21,0,53,0
1993,10,4,4,2,110,50,13,0,2,11,9,8,45,31,8,0,2,3,0,16,68,37,80,0,22,1,5,1,14,9,2,78,72,0,133,16,22,33,0,52,0,11,0,3,20,8,6,0,37,0
1993,11,1,2,2,33,16,6,1,1,3,1,2,23,33,2,4,0,1,0,9,0,13,36,0,11,3,1,0,8,3,3,24,27,0,37,6,32,44,4,5,0,2,0,6,6,1,6,0,27,0
1993,12,6,18,6,43,20,29,1,0,20,5,6,21,24,1,4,2,1,5,7,65,6,87,1,8,0,0,1,16,5,4,59,48,0,107,8,11,7,3,3,0,17,79,9,31,16,23,0,23,1
1994,1,2,2,0,25,4,2,0,0,1,0,0,27,2,0,5,1,0,0,12,0,7,0,0,4,0,0,0,4,3,1,6,14,0,17,11,8,45,0,5,0,2,0,0,5,3,9,1,27,0
1994,2,3,3,0,65,10,0,0,1,6,5,14,4,9,0,1,2,1,2,15,19,3,0,2,2,0,1,0,9,4,1,20,12,0,32,8,9,18,2,0,0,11,3,2,2,6,15,0,13,0
1994,3,1,1,0,25,17,2,0,2,4,1,5,10,4,1,0,11,1,0,9,20,9,8,2,1,2,0,0,9,0,1,37,5,0,4,1,6,17,0,3,0,0,0,2,2,4,2,0,16,0
1994,4,0,4,1,37,19,3,0,0,8,1,2,4,15,2,0,1,2,0,11,36,1,8,0,4,0,2,0,9,2,2,25,8,2,6,0,14,10,0,0,0,0,4,1,5,0,4,1,4,0
1994,5,5,14,5,50,34,4,0,0,4,4,2,5,2,1,0,37,1,0,5,1,2,4,2,2,1,0,0,6,0,2,10,5,1,5,0,4,20,1,0,0,0,0,5,7,2,6,0,6,0
1994,6,3,19,4,63,28,6,0,1,6,2,0,4,3,2,0,1,0,0,2,13,1,19,2,2,0,1,2,2,0,2,16,0,0,6,0,2,5,0,2,0,3,9,2,6,0,10,0,15,0
1994,7,6,16,2,69,31,1,1,0,11,7,1,13,4,0,1,1,4,0,3,36,3,0,3,9,0,1,0,4,1,7,10,8,1,26,1,18,5,2,0,1,2,8,1,1,2,10,0,22,0
